stableID,name,abbreviation,family,concept,primaryColorHex,secondaryColorHex,assetName,filename,generationStatus,humanApproved,reviewNotes
612FD3E7-4D01-42E9-A010-EF4B485965F7,"Aztec, NM University",AZT,animalCreature,"a bold mountain ram shaped by the Falls landscape of Aztec, NM Institute",#515813,#C2D350,TeamLogo_612FD3E74D0142E9A010EF4B485965F7,TeamLogo_612FD3E74D0142E9A010EF4B485965F7.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
613F7CE6-DAB8-4D80-ABBE-DCD2C886A10C,"Arapahoe, NC River Bulwarks",ARA,regionalSymbol,"one massive river-mouth bulwark with a square beacon turret for Arapahoe, NC River Bulwarks",#EAA29A,#0D11F8,TeamLogo_613F7CE6DAB84D80ABBEDCD2C886A10C,TeamLogo_613F7CE6DAB84D80ABBEDCD2C886A10C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
61B8C12C-990B-4E94-B3EB-DF2DFEDE632C,"Ashton, ID University",ASH,equipmentVehicle,a brass irrigation sluice wheel with six thick spokes inside a squared channel frame,#950F68,#DEC391,TeamLogo_61B8C12C990B4E94B3EBDF2DFEDE632C,TeamLogo_61B8C12C990B4E94B3EBDF2DFEDE632C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
6219C365-8D49-46BE-9C4B-D302DF0A90D5,"Antonito, CO A&M University",ANT,originalCharacter,"a ledge-brow glade giant, an original non-human Northwell guardian with a flat cliff crown, one glowing notch eye and a broad rooted silhouette",#3FD21E,#1E5403,TeamLogo_6219C3658D4946BE9C4BD302DF0A90D5,TeamLogo_6219C3658D4946BE9C4BD302DF0A90D5.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
633D4024-B8D7-48B6-A7CC-4D7682EDD614,"Anderson, AL Maritime Institute",AND,framedEmblem,"a ridge escutcheon framing a mossy stone gate with one offset lintel and a clear open passage for Anderson, AL Research Institute",#9FDFCF,#128387,TeamLogo_633D4024B8D748B6A7CC4D7682EDD614,TeamLogo_633D4024B8D748B6A7CC4D7682EDD614.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
64F5B014-D4BE-4297-A8F1-026ACA25D4A6,"Chino Valley, AZ Polytechnic Institute",CHI,abstractMotion,"an original basin vortex funneling through a mossgate-shaped negative space, a single abstract pressure symbol",#93F6BA,#055754,TeamLogo_64F5B014D4BE4297A8F1026ACA25D4A6,TeamLogo_64F5B014D4BE4297A8F1026ACA25D4A6.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
6504837E-4DE4-4C06-8C9A-2E818B668BC5,"Amagon, AR Thunder Anchors",AMA,animalCreature,"a bold falcon shaped by the Mills landscape of Amagon, AR Thunder Anchors",#120F3D,#639F23,TeamLogo_6504837E4DE44C068C9A2E818B668BC5,TeamLogo_6504837E4DE44C068C9A2E818B668BC5.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
65AC24FD-9E0B-4C56-A06A-53A589DAADD4,"Adams, WI Polytechnic University",ADA,regionalSymbol,"a single wind-bent cable bridge spanning a sea-cut gallow for Adams, WI Research Institute",#D50B23,#83FCBD,TeamLogo_65AC24FD9E0B4C56A06A53A589DAADD4,TeamLogo_65AC24FD9E0B4C56A06A53A589DAADD4.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
695F21FF-9544-4CF3-886F-0CB071D200A4,"Clayton, NM University",CLA,equipmentVehicle,"a hand-cranked spring water pump with a curved handle, spout, and wide pedestal base",#F0F556,#9F67E0,TeamLogo_695F21FF95444CF3886F0CB071D200A4,TeamLogo_695F21FF95444CF3886F0CB071D200A4.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
69C777D1-46CB-46EF-878E-C26AAD0E1F04,"Camp Verde, AZ Hollow Quarrymen",CAM,originalCharacter,"an anchor-stone harbor hermit, an original non-human guardian with a carved granite shell, tide-worn eye and two short rope-like feelers",#40225D,#279B3C,TeamLogo_69C777D146CB46EF878EC26AAD0E1F04,TeamLogo_69C777D146CB46EF878EC26AAD0E1F04.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
6A58BFEC-098E-40C2-94F6-A1B551F098DD,"Fernley, NV Copper Prospectors",FER,framedEmblem,"a compass roundel framing three stepped hot-spring terraces beneath one clean steam plume for Fernley, NV Copper Prospectors",#F862D5,#43205A,TeamLogo_6A58BFEC098E40C294F6A1B551F098DD,TeamLogo_6A58BFEC098E40C294F6A1B551F098DD.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
6CAF0BE7-40EB-4945-9E4B-DB5ABDD40D8A,"Bad Axe, MI Slate Sentinels",BAD,abstractMotion,"an original spring surge looping around a bright hollow core, a single abstract water-force symbol for Hollowbrook",#043C67,#8AF165,TeamLogo_6CAF0BE740EB49459E4BDB5ABDD40D8A,TeamLogo_6CAF0BE740EB49459E4BDB5ABDD40D8A.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
6E0B4A63-CA68-48CD-8F9D-61626462A2B8,"Adel, GA City College",ADE,animalCreature,"a bold silver kestrel shaped by the Kestrel landscape of Adel, GA Regional College",#D07CB9,#183904,TeamLogo_6E0B4A63CA6848CD8F9D61626462A2B8,TeamLogo_6E0B4A63CA6848CD8F9D61626462A2B8.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
728B6907-6F6A-4A50-AFB2-BBA9188FD49C,"Albin, WY University",ALB,regionalSymbol,"a round stone windmill with four broad sails for Albin, WY Institute",#47F553,#8112F8,TeamLogo_728B69076F6A4A50AFB2BBA9188FD49C,TeamLogo_728B69076F6A4A50AFB2BBA9188FD49C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
73490D92-65A6-4A96-BAFF-0C67F093918F,"Akiak, AK Polytechnic University",AKI,equipmentVehicle,a long-reach surveyor’s transit on a three-legged field tripod with a single oversized lens barrel,#7F2E33,#9E9EDB,TeamLogo_73490D9265A64A96BAFF0C67F093918F,TeamLogo_73490D9265A64A96BAFF0C67F093918F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
74CBDAB2-62B0-4A15-B1C5-547E005A7E4F,"Achille, OK A&M University",ACH,originalCharacter,"a sea-glass tide archivist, an original non-human Calder guardian with a faceted translucent face, wave-crest collar and tall tapering silhouette",#D6E090,#616718,TeamLogo_74CBDAB262B04A15B1C5547E005A7E4F,TeamLogo_74CBDAB262B04A15B1C5547E005A7E4F.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
758174F9-7A5B-4786-94E2-1EFF73BB3A4C,"Essex Junction, VT Iron Quarrymen",ESS,framedEmblem,"a pennant crest framing a single waterwheel beside an iron millrace gate for Essex Junction, VT Iron Quarrymen",#63212E,#5ACE92,TeamLogo_758174F97A5B478694E21EFF73BB3A4C,TeamLogo_758174F97A5B478694E21EFF73BB3A4C.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
759E3564-09AA-496B-9037-952E6830FA52,"Amenia, ND State College",AME,abstractMotion,"an original eastward cinder flare fanning from a basin-rim cleft, a single abstract heat-motion symbol for Eastholt",#EFC38A,#620E4D,TeamLogo_759E356409AA496B9037952E6830FA52,TeamLogo_759E356409AA496B9037952E6830FA52.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
75EC4DC6-5A04-4142-A91E-B0F2F30D5ECA,"Bladensburg, MD Polytechnic Institute",BLA,animalCreature,"a bold black bear shaped by the Basin landscape of Bladensburg, MD City College",#0D542E,#35E1F8,TeamLogo_75EC4DC65A044142A91EB0F2F30D5ECA,TeamLogo_75EC4DC65A044142A91EB0F2F30D5ECA.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
77090443-FFE5-41F8-84EF-D0184B6F7441,"Aiken, SC Regional College",AIK,regionalSymbol,"a narrow harbor beacon atop a stepped wave-breaker for Aiken, SC Technical College",#054840,#F57FD6,TeamLogo_77090443FFE541F884EFD0184B6F7441,TeamLogo_77090443FFE541F884EFD0184B6F7441.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
7767AA6A-6FA7-4402-98D6-B02EEA82AF5F,"Aynor, SC City College",AYN,equipmentVehicle,"a self-contained compact cable-ferry carriage with a taut overhead cable, one large pulley, and a flat deck, with no water or scenery",#EFA94D,#740FA3,TeamLogo_7767AA6A6FA7440298D6B02EEA82AF5F,TeamLogo_7767AA6A6FA7440298D6B02EEA82AF5F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
789772DF-0D26-4FCB-87E6-6FB1B0BCAE2F,"Altamont, UT River Wreckers",ALT,originalCharacter,"a driftwood river wrecker spirit, an original non-human guardian with a forked bow-stem head, knot eye and a single curled current-shaped body",#7193CC,#53196C,TeamLogo_789772DF0D264FCB87E66FB1B0BCAE2F,TeamLogo_789772DF0D264FCB87E66FB1B0BCAE2F.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
78E19A7E-AB7D-439A-9610-668A56547ACC,"Akutan, AK Technical Institute",AKU,framedEmblem,"a cut-corner shield framing one triangular harbor lighthouse above two simple jetty arms for Akutan, AK Regional College",#A03F27,#DFF495,TeamLogo_78E19A7EAB7D439A9610668A56547ACC,TeamLogo_78E19A7EAB7D439A9610668A56547ACC.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
7DEF46FB-1805-44A3-9484-F2589F1712ED,"Basile, LA University",BAS,abstractMotion,"an original stormfork cutting through a narrow green gate void, a single abstract energy symbol for Basile, LA Institute",#1DBBD3,#045234,TeamLogo_7DEF46FB180544A39484F2589F1712ED,TeamLogo_7DEF46FB180544A39484F2589F1712ED.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
7E474219-E18A-4091-ADB2-A7C4A3A5A445,"Lovelock, NV State College",LOV,animalCreature,"a bold mountain ram shaped by the Ivory landscape of Lovelock, NV City College",#8EDCF6,#244102,TeamLogo_7E474219E18A4091ADB2A7C4A3A5A445,TeamLogo_7E474219E18A4091ADB2A7C4A3A5A445.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
7F6BE01D-0F63-4FA9-94D3-0E4427168A2B,"Alamo, IN Thunder Otters",ALA,regionalSymbol,"a jagged basalt escarpment split by one lightning-shaped cleft for Alamo, IN Thunder Otters, with no animals",#29225E,#D17F61,TeamLogo_7F6BE01D0F634FA994D30E4427168A2B,TeamLogo_7F6BE01D0F634FA994D30E4427168A2B.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
80E36CC9-8576-453E-A822-ECBB145E94DD,"Concord, NH Technical University",CON,equipmentVehicle,a wedge-nosed quarry drill rig with a single oversized auger and squared crawler base,#AE0473,#F7975F,TeamLogo_80E36CC98576453EA822ECBB145E94DD,TeamLogo_80E36CC98576453EA822ECBB145E94DD.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
80E65D18-532E-4D94-839D-9F2E6DBB81DB,"Albany, LA Agricultural Institute",ALB,originalCharacter,"a basin kestrel guardian, an original non-human folk sentinel with a crater-bowl chest, angular feather crest and low diving silhouette",#E7CB7E,#D7235C,TeamLogo_80E65D18532E4D94839D9F2E6DBB81DB,TeamLogo_80E65D18532E4D94839D9F2E6DBB81DB.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
816FF11F-0AE2-4F59-80FE-1639A5FB2A25,"Asbury Park, NJ Sable Colliers",ASB,framedEmblem,"a ridge escutcheon framing a descending black coal seam exposed in a deep green hollow for Asbury Park, NJ Sable Colliers",#1A6628,#7DE3BD,TeamLogo_816FF11F0AE24F5980FE1639A5FB2A25,TeamLogo_816FF11F0AE24F5980FE1639A5FB2A25.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
837E0137-0ECF-4655-AA23-6668ED84AA03,"Allgood, AL Harbor Wayfarers",ALL,abstractMotion,"an original curved pressure ring folding around a Draymoor hollow void, a single abstract wind symbol",#135323,#7AEB80,TeamLogo_837E01370ECF4655AA236668ED84AA03,TeamLogo_837E01370ECF4655AA236668ED84AA03.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
87497AA4-AED8-4757-B45C-C5EFEBA7EBEC,"Albert Lea, MN Normal University",ALB,animalCreature,"a bold falcon shaped by the Landing landscape of Albert Lea, MN Maritime Institute",#6D40CE,#A6D7E2,TeamLogo_87497AA4AED84757B45CC5EFEBA7EBEC,TeamLogo_87497AA4AED84757B45CC5EFEBA7EBEC.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
88D0FB28-B835-4C94-9FEE-25FB63D497FF,"Altus, AR University",ALT,regionalSymbol,"one wave-swept landing beacon on a slanted stone jetty for Altus, AR Institute",#61E830,#124BF8,TeamLogo_88D0FB28B8354C949FEE25FB63D497FF,TeamLogo_88D0FB28B8354C949FEE25FB63D497FF.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
8A6AEF5F-6157-4BFE-9B83-687324581F8A,"Alcoa, TN University",ALC,equipmentVehicle,a wooden mill waterwheel with eight broad paddles and a central iron hub,#3754D7,#39F358,TeamLogo_8A6AEF5F61574BFE9B83687324581F8A,TeamLogo_8A6AEF5F61574BFE9B83687324581F8A.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
8D6C1461-E8BA-4C20-A25E-5DCD872A2A94,"Alamo, ND Ember Reapers",ALA,originalCharacter,"an ember-forge raven spirit, an original non-human Ironvale guardian with a riveted beak mask, furnace-eye and swept smoke-wing silhouette",#0C2450,#3EA875,TeamLogo_8D6C1461E8BA4C20A25E5DCD872A2A94,TeamLogo_8D6C1461E8BA4C20A25E5DCD872A2A94.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
8E5802E1-2E34-4C2E-90F1-4D92567B26BD,"Altoona, WI University",ALT,framedEmblem,"a compass roundel framing a stepped quarry face cut by one suspended-looking angular stone wedge for Altoona, WI Institute",#51E1EC,#153889,TeamLogo_8E5802E12E344C2E90F14D92567B26BD,TeamLogo_8E5802E12E344C2E90F14D92567B26BD.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
900EF64D-9234-456E-AA4E-D488C78B968E,"New London, CT Research Institute",NEW,abstractMotion,"an original waterfall-force ribbon flipping into a sharp eastern drop wedge, a single abstract motion symbol for Netherby Falls",#999E10,#2B0A7F,TeamLogo_900EF64D9234456EAA4ED488C78B968E,TeamLogo_900EF64D9234456EAA4ED488C78B968E.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
90369DB3-A0EA-40F6-8A40-5DEF59CFE630,"Aline, OK A&M University",ALI,animalCreature,"a bold copper fox shaped by the Ivory landscape of Aline, OK Polytechnic Institute",#621D23,#968F08,TeamLogo_90369DB3A0EA40F68A405DEF59CFE630,TeamLogo_90369DB3A0EA40F68A405DEF59CFE630.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
911BB08E-6245-4715-A15E-A6851AD2F303,"Bordentown, NJ Iron Anchors",BOR,regionalSymbol,"a black iron sea wall with one monumental mooring ring for Bordentown, NJ Iron Anchors",#8D0CC0,#86E4AC,TeamLogo_911BB08E62454715A15EA6851AD2F303,TeamLogo_911BB08E62454715A15EA6851AD2F303.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
942F4783-2857-4365-84FF-F3561EE629A2,"Arcadia, FL Ember Ironsides",ARC,equipmentVehicle,"a squat iron forge brazier with three short legs, flared rim, and stylized ember glow",#2F9504,#270647,TeamLogo_942F47832857436584FFF3561EE629A2,TeamLogo_942F47832857436584FFF3561EE629A2.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
94D568ED-1B87-419B-B8E4-005F63171F1F,"Agenda, KS University",AGE,originalCharacter,"a gate-lantern sprite, an original non-human Kestrel guardian with a pointed arch head, crescent beacon eye and split-post silhouette",#64F708,#73661C,TeamLogo_94D568ED1B87419BB8E4005F63171F1F,TeamLogo_94D568ED1B87419BB8E4005F63171F1F.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
95192BA1-E5B6-45A4-94ED-5D44E395EA15,"Alliance, NC State University",ALL,framedEmblem,"a pennant crest framing a crooked sawtooth riverside mill roofline above one narrow water channel for Alliance, NC Technical Institute",#164655,#89B31E,TeamLogo_95192BA1E5B645A494ED5D44E395EA15,TeamLogo_95192BA1E5B645A494ED5D44E395EA15.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
954025C4-3FE5-46BA-AC1F-62CF09765A0F,"Atlantis, FL Regional College",ATL,abstractMotion,"an original ember slash emerging from a plum hollow opening, a single abstract heat-force symbol for Netherby",#CB9E34,#450547,TeamLogo_954025C43FE546BAAC1F62CF09765A0F,TeamLogo_954025C43FE546BAAC1F62CF09765A0F.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
96CC1AF0-107D-42CA-A9CE-24F829E6018E,"Battle Creek, NE Polytechnic University",BAT,animalCreature,"a bold black bear shaped by the Ivory landscape of Battle Creek, NE Research Institute",#F5D47A,#081482,TeamLogo_96CC1AF0107D42CAA9CE24F829E6018E,TeamLogo_96CC1AF0107D42CAA9CE24F829E6018E.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
99FD7E6A-C476-4FA2-97F3-89E767D8D29F,"Appleton, WI Technical College",APP,regionalSymbol,"a frost-carved ridge tor with one cold split summit for Appleton, WI Normal Institute",#081E59,#B9EC22,TeamLogo_99FD7E6AC4764FA297F389E767D8D29F,TeamLogo_99FD7E6AC4764FA297F389E767D8D29F.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
9BBB69C9-4FBA-4C26-BFDF-8BAEF98A8682,"Ashland, NE City College",ASH,equipmentVehicle,"a rack-rail snowplow car with a pointed blade, roof whistle, and two visible cog wheels",#16C5C2,#290797,TeamLogo_9BBB69C94FBA4C26BFDF8BAEF98A8682,TeamLogo_9BBB69C94FBA4C26BFDF8BAEF98A8682.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
9F0787A8-3784-407F-BCDA-8A2CDEB855FC,"Claremont, NH Research University",CLA,originalCharacter,"a fen-ridge wayfinder, an original non-human guardian with a peat-crown head, a single ridge-line eye and a long wind-bent silhouette",#AFDF5D,#450477,TeamLogo_9F0787A83784407FBCDA8A2CDEB855FC,TeamLogo_9F0787A83784407FBCDA8A2CDEB855FC.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
A0D5378A-462C-4791-AE53-952A79FCCD62,"Alexandria, VA Regional Institute",ALE,framedEmblem,"a cut-corner shield framing a deep spring bowl with one lime-green reed tuft and three concentric ripples for Alexandria, VA Technical Institute",#881499,#75AE3D,TeamLogo_A0D5378A462C4791AE53952A79FCCD62,TeamLogo_A0D5378A462C4791AE53952A79FCCD62.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
A18D99F9-0C39-4357-A01D-2A968BC6B8C0,"Beverly, NJ Amber Colliers",BEV,abstractMotion,"an original thunder pulse breaking through a coal-brown landing channel, a single abstract force symbol for Stannard",#8ED56D,#3E3514,TeamLogo_A18D99F90C394357A01D2A968BC6B8C0,TeamLogo_A18D99F90C394357A01D2A968BC6B8C0.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
A30D0E61-D95A-4C4C-B20C-F43A6943E341,"Alpine, WY University",ALP,animalCreature,"a bold mountain ram shaped by the Gate landscape of Alpine, WY Institute",#B250CE,#99F77D,TeamLogo_A30D0E61D95A4C4CB20CF43A6943E341,TeamLogo_A30D0E61D95A4C4CB20CF43A6943E341.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
A317A3D8-47BE-478B-9699-1FE2861C9E2C,"Apalachicola, FL Research Institute",APA,regionalSymbol,"a terraced quarry bowl cut into one monumental stone rim for Apalachicola, FL Polytechnic Institute",#3D55AE,#73DD2C,TeamLogo_A317A3D847BE478B96991FE2861C9E2C,TeamLogo_A317A3D847BE478B96991FE2861C9E2C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
A3B3903E-148F-481A-8469-00002BEB8BBB,"Annapolis, MD A&M University",ANN,equipmentVehicle,a medieval drawbridge counterweight crank with a heavy rectangular beam and chain pulley,#4B2CD8,#A7E7AC,TeamLogo_A3B3903E148F481A846900002BEB8BBB,TeamLogo_A3B3903E148F481A846900002BEB8BBB.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
A49BA96C-8632-4844-A958-5A299EEB60A6,"Groton, CT Iron Marauders",GRO,originalCharacter,"an iron quarry sentinel, an original non-human guardian with a gate-shaped brow, chiseled basalt jaw and broad stepped silhouette",#209793,#0F1052,TeamLogo_A49BA96C86324844A9585A299EEB60A6,TeamLogo_A49BA96C86324844A9585A299EEB60A6.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
A6B3C25F-D8C2-410D-9981-8F260720A790,"Annabella, UT Normal University",ANN,framedEmblem,"a ridge escutcheon framing a sheer blue bluff edge with one turquoise wind-carved overhang for Annabella, UT Maritime Institute",#0505D1,#59E8D0,TeamLogo_A6B3C25FD8C2410D99818F260720A790,TeamLogo_A6B3C25FD8C2410D99818F260720A790.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
A6E5417A-9D72-4874-AAC3-8CD372E646BB,"Angier, NC Research University",ANG,abstractMotion,"an original southern cyclone pinwheel cutting a royal pressure gap, a single abstract motion symbol for Stannard",#BF83DD,#492FB1,TeamLogo_A6E5417A9D724874AAC38CD372E646BB,TeamLogo_A6E5417A9D724874AAC38CD372E646BB.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
A76F3F73-396A-4D0A-AE5F-7D5A4E206897,"American Fork, UT University",AME,animalCreature,"a bold falcon shaped by the Ridge landscape of American Fork, UT Institute",#0E075F,#4591D3,TeamLogo_A76F3F73396A4D0AAE5F7D5A4E206897,TeamLogo_A76F3F73396A4D0AAE5F7D5A4E206897.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
ABD2FF25-9964-494B-86E3-4B89E24B5348,"Beverly, MA University",BEV,regionalSymbol,"a red-brick mill tower with a broad black waterwheel for Beverly, MA Institute",#89F08E,#E10E1C,TeamLogo_ABD2FF259964494B86E34B89E24B5348,TeamLogo_ABD2FF259964494B86E34B89E24B5348.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
AC5D9C75-1059-4B7C-9C98-8B557A5EAE3D,"Adams, MN University",ADA,equipmentVehicle,"a cast-iron ram pump with a domed pressure chamber, curved pipe, and grounded base",#C98208,#1D2287,TeamLogo_AC5D9C7510594B7C9C988B557A5EAE3D,TeamLogo_AC5D9C7510594B7C9C988B557A5EAE3D.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
ACEFC305-7690-4402-BEB8-3FB644C79A1E,"Woonsocket, RI Research Institute",WOO,originalCharacter,"a frost-gust crossing spirit, an original non-human Coldridge guardian with a snowcap crest, spiral gale eye and sharply tapering silhouette",#A8A5DF,#0412A4,TeamLogo_ACEFC30576904402BEB83FB644C79A1E,TeamLogo_ACEFC30576904402BEB83FB644C79A1E.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
ADCDD860-4E4C-4DDE-AF4A-F72EDDD40FF9,"Agua Dulce, TX Maritime College",AGU,framedEmblem,"a compass roundel framing a stone crossing arch above a clean three-way water junction for Agua Dulce, TX Agricultural Institute",#154234,#7BABD5,TeamLogo_ADCDD8604E4C4DDEAF4AF72EDDD40FF9,TeamLogo_ADCDD8604E4C4DDEAF4AF72EDDD40FF9.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
B345E29D-2F42-497A-ABAB-7385E6326173,"Absecon, NJ Regional University",ABS,abstractMotion,"an original heath-wind curl snapping around a mint peat slash, a single abstract energy symbol for Brack Heath",#811D2B,#88F69B,TeamLogo_B345E29D2F42497AABAB7385E6326173,TeamLogo_B345E29D2F42497AABAB7385E6326173.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
B495A8A8-AAFA-4736-875B-C4ECD8E1C5DF,"Bath, ME Polytechnic Institute",BAT,animalCreature,"a bold copper fox shaped by the Harbor landscape of Bath, ME City College",#4FC9A5,#77091B,TeamLogo_B495A8A8AAFA4736875BC4ECD8E1C5DF,TeamLogo_B495A8A8AAFA4736875BC4ECD8E1C5DF.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
B5C9CAB8-5285-4CF8-951E-88C55EBBA97C,"Allakaket, AK Maritime College",ALL,regionalSymbol,"a single wind-bent thorn tree above a tight river bend for Allakaket, AK Agricultural Institute",#11329C,#E166DF,TeamLogo_B5C9CAB852854CF8951E88C55EBBA97C,TeamLogo_B5C9CAB852854CF8951E88C55EBBA97C.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
B6783970-BA3D-485C-815D-9A62F25005C9,"Albia, IA A&M University",ALB,equipmentVehicle,a carved wooden trough fountain with a tall upright backboard and a single arcing water spout,#6BD44E,#19516B,TeamLogo_B6783970BA3D485C815D9A62F25005C9,TeamLogo_B6783970BA3D485C815D9A62F25005C9.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
BB6717ED-25E7-4CE3-838D-9292E41AA8C1,"Amador City, CA University",AMA,originalCharacter,"a rope-knot ridge watchman, an original non-human Yarrow guardian with a braided halo, pointed lookout face and descending ridge-shaped body",#51FB51,#070363,TeamLogo_BB6717ED25E74CE3838D9292E41AA8C1,TeamLogo_BB6717ED25E74CE3838D9292E41AA8C1.png,approved,True,Owner approved the originalCharacter 20/32/44px light/dark specimen on 2026-08-20.
BC1EBE0F-069B-4BC9-A33B-23A887CA898C,"Las Vegas, NV University",LAS,framedEmblem,"a pennant crest framing a tight double river bend wrapping one bright sandbar for Las Vegas, NV Institute",#26A659,#0D3436,TeamLogo_BC1EBE0F069B4BC9A33B23A887CA898C,TeamLogo_BC1EBE0F069B4BC9A33B23A887CA898C.png,approved,True,Owner approved the framedEmblem 20/32/44px light/dark specimen on 2026-08-20.
BF72B120-52D0-42A5-9152-136626721018,"Amboy, IL Maritime Institute",AMB,abstractMotion,"an original cinder dart cluster rising from a redmoor ridge cleft, a single abstract heat-motion symbol",#B4D676,#5E297F,TeamLogo_BF72B12052D042A59152136626721018,TeamLogo_BF72B12052D042A59152136626721018.png,approved,True,Owner approved the abstractMotion 20/32/44px light/dark specimen on 2026-08-20.
C07AC0D1-16CE-4510-B262-83DB4CAD3E38,"Allenhurst, GA Research Institute",ALL,animalCreature,"a bold black bear shaped by the Ridge landscape of Allenhurst, GA Polytechnic Institute",#391004,#675AF2,TeamLogo_C07AC0D116CE4510B26283DB4CAD3E38,TeamLogo_C07AC0D116CE4510B26283DB4CAD3E38.png,approved,True,Owner approved the 20/32/44px light/dark specimen on 2026-08-20.
